current_mw,FILLED_baxtel_total_building_sqft,climate_category,company_name,region_B_1
48.74560739103866,443079.2490260955,hot summer,company_4,PJM
41.830804235404145,237079.48216802906,hot,company_5,AZPS
40.65750221931937,231435.09880738403,hot,company_5,AZPS
38.94047959246593,265667.4850296389,hot,company_5,AZPS
25.641584291391695,153675.29554530594,hot summer,company_0,PJM
24.11649305921765,149940.20519012536,hot summer,company_0,PJM
31.452967485799334,161099.5810416752,hot summer,company_0,PJM
28.94692035918397,144286.0073429096,hot summer,company_0,PJM
29.508506780103346,137540.38108715444,hot summer,company_0,PJM
27.451048585614977,161423.43057952242,hot summer,company_5,PJM
27.80472757780182,256736.3755460582,hot summer,company_5,PJM
25.37015034633072,75267.9107019397,hot summer,company_5,ERCO
30.391582908269836,157486.8075092353,hot summer,company_5,ERCO
30.00767018496369,152038.83488559118,hot summer,company_5,ERCO
34.589472516593496,228060.70329568686,hot summer,company_5,SOCO
20.443092183744543,156946.3316064873,hot summer,company_0,PJM
31.326967483575427,197184.74976423118,hot summer,company_0,PJM
31.45165677355717,167412.89183562773,hot summer,company_0,PJM
42.23499000771244,215911.176985251,hot summer,company_0,PJM
27.774200003667588,140282.84137386674,hot summer,company_0,PJM
28.565671199540354,141468.34096770594,hot summer,company_0,PJM
65.65855770363159,236772.79412428578,cold,company_5,DOPD
37.8273333990597,208486.82056433838,cold,company_0,PACW
18.231795351650486,155376.04261657243,hot summer,company_0,PJM
21.918109492657216,191690.49883588962,hot summer,company_0,PJM
18.081228784700958,152028.42619334877,hot summer,company_0,PJM
19.97348612455078,149623.21417913146,hot summer,company_0,PJM
20.06023020994103,148207.88964850194,hot summer,company_0,PJM
24.709566323733814,201425.20336546114,hot summer,company_0,PJM
15.846111228175102,143357.99500190778,hot summer,company_0,PJM
16.24123787386689,153190.35379001344,hot summer,company_0,PJM
41.92710528361899,256261.46484530476,cold,company_5,WACM
45.19517270971312,285336.67132802174,cold,company_0,PJM
19.028540533063516,200993.32305429227,hot summer,company_0,PJM
18.676739729418095,207513.8712337179,hot summer,company_0,PJM
36.38430590732533,237381.20160947822,hot summer,company_5,ERCO
66.81714390821841,297878.72278950905,hot summer,company_3,SWPP
58.85768435507427,199174.97528285778,cold,company_0,BPAT
18.598148937207718,213934.22615336886,cold,company_0,BPAT
61.76057128140081,197176.5936454392,cold,company_0,BPAT
37.72377456387696,136463.3842450161,hot summer,company_0,PJM
47.52365918717328,197316.5197256224,hot summer,company_0,PJM
40.81077476783418,215312.42271015394,hot summer,company_0,PJM
42.209267866684044,214770.27928237416,hot summer,company_0,PJM
17.546871911295423,104644.34489442784,hot summer,company_0,ERCO
13.837002426700401,158917.1619325858,hot summer,company_0,PJM
15.051422231104521,141206.295520529,hot summer,company_0,PJM
71.01636107352711,289041.84291961393,hot summer,company_3,PJM
76.77597161488194,268682.4683433969,hot summer,company_3,PJM
57.24172729729859,241852.048652473,cold,company_0,PACW
28.0149147265228,263623.29252781085,cold,company_0,PACW
28.825120061495646,193908.8940722987,hot summer,company_0,PJM
29.516907725691485,198729.95241474436,hot summer,company_0,PJM
18.7321654956327,154952.9189071703,hot summer,company_0,PJM
28.153703525349066,142941.45082002482,hot summer,company_0,PJM
18.204713941143716,155646.78721554903,hot summer,company_0,PJM
21.307142754282427,191180.60094340728,hot summer,company_0,PJM
55.17755029631632,210430.49282363165,cold,company_0,BPAT
60.55390157559691,214415.686206579,cold,company_0,BPAT
55.714677684183165,180542.06164868892,cold,company_0,BPAT
62.345468615331924,196831.8236314276,cold,company_0,BPAT
37.52609857824383,221203.5253671908,cold,company_0,PACW
46.69885846728931,212817.26210003783,cold,company_0,PACW
16.41755325249352,147690.80758194198,cold,company_0,BPAT
55.81670785139126,199778.95257682705,cold,company_0,BPAT
14.175344995242114,120519.5387248374,cold,company_0,BPAT
18.31180338854728,108746.8887500514,hot summer,company_0,ERCO
14.489981458816132,112201.94559603398,hot summer,company_5,ERCO
15.174190272870753,156971.76153558443,,company_0,
50.73268118324671,406752.053241504,hot summer,company_3,PJM
33.74988501845385,237677.38786231153,hot,company_5,AZPS
43.731549022289514,239026.82375511195,hot,company_5,AZPS
65.51626534691772,244593.02265225473,hot summer,company_5,PJM
51.72391538269272,210062.85706649648,cold,company_0,BPAT
20.656553608633832,115516.19156316045,cold,company_0,BPAT
47.5632958244317,213042.63599741232,cold,company_0,BPAT
51.96771150935613,231791.70838577708,cold,company_0,BPAT
23.27445513690814,222277.47809154753,cold,company_0,BPAT
20.138283565730703,208544.1505590209,cold,company_0,BPAT
22.01154493570654,221552.68548661325,cold,company_0,BPAT
48.99067422464759,239719.93256208883,hot summer,company_5,PJM
46.8496353599876,233504.3810426879,cold,company_3,BPAT
43.79358596530789,204163.07215763791,cold,company_0,PACW
8.889575347798708,125095.16158653739,cold,company_2,PGE
22.133203410988887,207291.5327433642,hot summer,company_0,PJM
21.021534127411922,168154.71438519226,hot summer,company_0,PJM
52.75652171634504,233021.70110695928,hot summer,company_0,PJM
49.807245726464735,218514.46926796474,hot summer,company_0,PJM
50.85287993704161,212644.6693153047,hot summer,company_0,PJM
50.69172699832505,223916.10999772252,hot summer,company_0,PJM
52.06795812259006,426932.75258381077,hot summer,company_4,DUK
35.02275331078634,232709.5674182485,hot summer,company_5,ERCO
37.5436846350253,238864.9497297001,hot summer,company_5,ERCO
34.53685054183358,212996.25817353182,hot summer,company_5,ERCO
28.400211458237024,161691.57310691418,hot summer,company_0,PJM
22.688234082541506,155533.56665221168,hot summer,company_0,PJM
21.057126687942088,149769.1895004221,hot summer,company_0,PJM
23.661384377423612,157784.0411255813,hot summer,company_0,PJM
61.44741724572956,278383.66072255495,hot summer,company_0,PJM
59.32961164402244,252273.3281882312,hot summer,company_0,PJM
62.14200148227628,253102.7573287542,cold,company_0,PACW
61.41971287372064,244257.98875574695,cold,company_0,PACW
41.84705928342057,239376.9453816901,hot summer,company_5,PJM
40.22173319205635,260379.19770680307,hot summer,company_5,PJM
38.81882082815969,239298.95217613917,hot summer,company_5,PJM
41.06231860065925,250894.57796524238,hot summer,company_5,PJM
43.79843746807929,244029.28191543603,hot summer,company_5,PJM
42.44959686267343,255987.24782182992,hot summer,company_5,PJM
39.38394856470482,254170.77631608688,hot summer,company_5,PJM
42.36367994428748,262969.24930322374,hot summer,company_5,PJM
42.80916649743055,243624.79501431566,hot summer,company_5,PJM
16.248721179229037,94704.60031059182,hot summer,company_5,PJM
45.34588148837743,233010.14448166674,hot summer,company_5,PJM
45.1309696165035,239557.40756406763,hot summer,company_5,PJM
47.14257425542344,208867.33005370974,hot summer,company_0,PJM
50.89446840087071,212759.13332061487,hot summer,company_0,PJM
35.98137292114441,196686.75215732591,hot summer,company_0,PJM
36.895339675556734,215159.3761545133,hot summer,company_0,PJM
52.63450513008726,294173.9115050382,hot summer,company_0,PJM
46.55582658010727,281195.0657919065,hot summer,company_0,PJM
28.593262440127315,164075.9685941855,hot summer,company_0,PJM
36.92706348097558,211488.31880986068,hot summer,company_5,PJM
16.411028760729767,121909.7444284758,hot summer,company_5,PJM
16.41203814904484,118438.31838212219,hot summer,company_5,PJM
19.082185192523777,139724.2880246797,hot summer,company_5,PJM
16.456712408554534,134253.37676630137,hot summer,company_5,PJM
16.90845251214448,129638.69963908204,hot summer,company_5,PJM
16.76320141079456,131819.79607107883,hot summer,company_5,PJM
41.3027825026116,169870.59857431462,hot summer,company_5,PJM
39.369461510719304,202011.76781655147,hot summer,company_5,PJM
15.569226915369951,95613.80061438231,hot summer,company_5,PJM
48.067936963656074,442406.6854813076,hot summer,company_5,ERCO
19.76318139325999,155443.2496792402,hot summer,company_0,PJM
19.514636452170897,153607.56923802537,hot summer,company_0,PJM
18.07368672544769,151679.13018209348,hot summer,company_0,PJM
55.78664641668377,201700.01821782422,hot summer,company_0,PJM
45.33183701852062,214950.417749928,hot summer,company_0,PJM
41.37252038074902,308536.54540029797,hot summer,company_3,ERCO
36.7745682576207,308014.41126601637,hot summer,company_3,ERCO
29.29210220131585,496643.2924127061,cold,company_4,PNM
31.633425895451047,506708.39241278917,cold,company_4,PNM
20.064280019095463,147330.562642996,cold,company_4,PNM
28.38338283310604,516729.5400774091,cold,company_4,PNM
28.927044436110048,461281.67298264,cold,company_4,PNM
31.019396623402017,485166.4049248318,cold,company_4,PNM
28.904450052424295,475995.9196274147,cold,company_4,PNM
42.454563038122146,522091.59524691984,hot summer,company_4,SOCO
42.09570086379801,496049.8025355253,hot summer,company_4,SOCO
40.63163927002778,489327.9732513145,hot summer,company_4,SOCO
46.50228258758319,474697.3906184958,hot summer,company_4,SOCO
77.37719633369254,261418.29242591278,hot summer,company_3,SWPP
89.87428706671197,884984.7498183814,hot summer,company_4,SWPP
90.83904441646243,742712.7647859709,hot summer,company_4,SWPP
48.34553383807903,486461.0166067326,hot,company_4,SRP
52.13108333699056,402155.80640063225,hot summer,company_4,PJM
38.4149585231346,240886.63743369593,hot,company_5,AZPS
59.655790675599306,516806.163378152,hot summer,company_4,PJM
51.26246819745114,470808.74626997806,hot summer,company_4,PJM
52.16438798542531,397682.4265079607,hot summer,company_4,PJM
2.8199555389416338,29473.35134838377,hot summer,company_0,ERCO
37.364447651902196,512909.1871865606,hot summer,company_4,PJM
37.097603908794184,389320.05053381465,hot summer,company_4,PJM
36.75867445810995,448778.3655033492,hot summer,company_4,PJM
41.35436305653408,494226.6367447831,hot summer,company_4,PJM
51.012454277402384,217310.1668305409,cold,company_0,PACW
46.847790114162386,229414.0389969261,cold,company_0,PACW
52.294654867636936,221828.93281025148,cold,company_0,PACW
66.3664685910379,246638.8913680646,hot summer,company_0,PJM
63.09739578165343,236168.4261407291,hot summer,company_0,PJM
36.961260068091974,406320.47645849746,hot summer,company_0,PJM
29.27364889070062,150444.13825510867,hot summer,company_0,PJM
31.900366723779932,150104.4696893471,hot summer,company_0,PJM
30.86772885500995,159806.99930311998,hot summer,company_0,PJM
24.532583313775476,161584.67808614284,hot summer,company_0,PJM
31.161951080144007,148917.29691057044,hot summer,company_0,PJM
47.68267382105479,257398.97840883688,hot summer,company_0,PJM
49.8511866098455,257754.1190285648,hot summer,company_0,PJM
41.89683164982731,264566.019169638,hot summer,company_0,PJM
18.97561235866571,147869.97173938339,hot summer,company_0,PJM
19.74743184860684,133081.36409952756,hot summer,company_0,PJM
30.00354690885624,271436.80807384057,hot summer,company_0,PJM
32.44861695589746,266557.8075648185,hot summer,company_0,PJM
14.855886897631494,335462.29062189,hot summer,company_2,ERCO
18.190758627371807,209923.26531844455,hot summer,company_2,PJM
36.23533303911496,356446.4657974896,cold,company_1,PACW
25.729527946879337,286822.150098718,cold,company_1,PACW
37.12827569764112,216015.6476994818,hot summer,company_5,MISO
42.326327504309916,236870.6144913318,hot summer,company_5,MISO
40.02046612203918,245356.98917505261,hot summer,company_5,MISO
38.0369826979041,227757.98173970668,hot summer,company_5,MISO
40.924206948526546,235160.34620735075,hot summer,company_5,MISO
16.159247756458775,103891.83284993794,hot summer,company_5,PJM
48.49945780710301,241812.37722488522,hot summer,company_0,PJM
50.174505212475054,230292.4623246221,hot summer,company_0,PJM
49.0367160078456,233987.10604493573,hot summer,company_0,PJM
50.28379336312811,227938.3927044756,hot summer,company_0,PJM
51.655326686302615,207580.43051661048,hot summer,company_0,PJM
53.96504204036338,214230.2770709225,hot summer,company_0,PJM
14.071638375879864,108605.97879924471,hot summer,company_5,ERCO
33.199550061984404,131445.10533775637,hot summer,company_0,PJM
45.119780501193745,274977.48195959657,hot summer,company_0,PJM
49.62053726241104,262321.5361442119,hot summer,company_0,PJM
51.470793016211445,260536.02888729455,hot summer,company_0,PJM
30.421487801602552,269242.4795866454,hot summer,company_0,PJM
48.443251200448515,220247.0708678047,cold,company_0,BPAT
39.58375549928545,211119.6137174449,cold,company_0,PACW
48.76749766335291,222172.9629353246,cold,company_0,BPAT
48.526588107639476,198648.83506020106,cold,company_0,BPAT
2.0849602097021025,37108.68409249967,hot summer,company_0,PJM
30.535523228947568,267710.31635358895,hot summer,company_0,PJM
33.787408208293854,255975.89628891813,hot summer,company_0,PJM
33.439359800693204,213944.74573891165,hot summer,company_0,PJM
12.184379712525963,234942.29577431577,hot summer,company_0,PJM
78.0482329456461,303398.3917785001,hot summer,company_3,PJM
72.20370094673264,287318.91902157664,hot summer,company_3,SWPP
62.305766214503265,277551.1969576037,hot summer,company_3,SWPP
63.17941161935985,299948.3814681757,hot summer,company_3,SWPP
103.73646802561632,906895.8465444903,hot summer,company_3,MISO
103.05185132716733,892393.8577745492,hot summer,company_3,MISO
24.973873007544814,110660.22495885658,hot summer,company_3,MISO
65.38131399575354,293635.64180667535,hot summer,company_3,MISO
69.15241091131239,266753.88172692794,hot summer,company_3,MISO
58.225285833492514,265887.0944922129,cold,company_5,DOPD
30.820646071755057,215016.84710539534,cold,company_5,GCPD
29.69671102134916,249509.24823533543,cold,company_5,GCPD
27.200688345562572,101055.0873360131,cold,company_5,GCPD
5.274694212996797,39806.57377625922,cold,company_5,GCPD
5.206354087247007,43773.93205467986,cold,company_5,GCPD
13.008443522500398,30598.70417152811,cold,company_5,GCPD
10.652739403577165,69868.27854151303,cold,company_5,GCPD
10.01050192081638,73861.55658705783,cold,company_5,GCPD
10.34097648564748,70399.79677031713,cold,company_5,GCPD
9.844866621703272,70526.05616511658,cold,company_5,GCPD
10.16208317624422,68727.35725725151,cold,company_5,GCPD
9.934928472816157,69800.69031697627,cold,company_5,GCPD
10.048497982496357,71077.3061911222,cold,company_5,GCPD
24.714188430524295,100594.07384038856,cold,company_5,GCPD
23.018135180119835,102584.98017841858,cold,company_5,GCPD
39.76629709623383,155574.48070517034,cold,company_5,GCPD
34.18916871330054,151281.49078595958,cold,company_5,GCPD
45.08594732930944,188252.15830464955,cold,company_5,GCPD
31.7371663102501,468431.3540337302,hot summer,company_4,MISO
31.187494040944404,504620.0262929694,hot summer,company_4,MISO
30.93617972557823,463153.7196086372,hot summer,company_4,MISO
30.94251826389642,457476.347535425,hot summer,company_4,MISO
29.981629840729628,474602.3634947955,hot summer,company_4,MISO
28.654118442771253,447008.23972604674,hot summer,company_4,MISO
40.151609116387455,612247.5826714342,hot summer,company_4,MISO
28.984257432731834,429989.2853004107,hot summer,company_4,MISO
31.462679600126627,494185.15747715265,hot summer,company_4,MISO
29.77941392774679,341892.37795629783,cold,company_4,PACW
38.34900560641498,493943.2850712439,cold,company_4,PACW
39.35722831669401,472110.54713877407,cold,company_4,PACW
40.82586290855125,487473.17500040797,cold,company_4,PACW
38.87255089439205,472823.32646290795,cold,company_4,PACW
38.355559208867135,408580.329795038,cold,company_4,PACW
40.48737442298383,421209.5182484467,cold,company_4,PACW
40.48993314221745,435941.5820018472,cold,company_4,PACW
38.98611364925774,450587.0486297438,cold,company_4,PACW
29.293442541572514,379576.6918786788,hot summer,company_4,DUK
40.464099874715274,467400.7125310285,hot summer,company_4,TVA
37.10383131700535,504669.1691119269,hot summer,company_4,TVA
18.592536225623444,165503.70678176143,hot summer,company_4,TVA
48.20388944686891,470170.6932774453,hot summer,company_4,PJM
49.46638212072038,488075.1462077341,hot summer,company_4,PJM
50.77726891399501,476919.1688472274,hot summer,company_4,PJM
53.688390542373874,466207.88485959166,hot summer,company_4,PJM
52.14414905800505,447066.9785550327,cold,company_4,PACE
49.60015367509143,563184.9180592597,cold,company_4,PACE
49.95245948024328,476265.02777920145,cold,company_4,PACE
47.49367658840548,531860.9785236786,cold,company_4,PACE
199.8148686400761,1434532.2530616622,hot summer,company_3,SWPP
78.84536544431944,534898.1572779141,hot summer,company_3,SWPP
101.61359280169044,689099.1199134763,hot summer,company_3,SWPP
67.10469169756686,434706.5074675889,hot summer,company_3,SWPP
20.51934651424117,135970.5352163356,hot summer,company_3,SWPP
21.532738913002575,135823.5662488562,hot summer,company_3,SWPP
49.728099628857855,310201.16240119596,hot summer,company_3,SWPP
51.00427930524736,398078.802005507,cold,company_1,NEVP
51.72535997927778,422985.4665257135,cold,company_1,NEVP
9.799389764057082,20290.60998898013,hot summer,company_1,DUK
50.56023120452604,239580.13811403647,hot summer,company_1,DUK
50.03148100195449,261249.60762762613,hot summer,company_1,DUK
17.083024683766507,123987.41083015829,cold,company_1,CISO
19.226990216144532,102518.50822258556,cold,company_3,BPAT
50.06127543564736,169803.5658707349,cold,company_3,BPAT
20.49799829124545,145781.49918079298,hot summer,company_3,SCEG
32.17671541169256,247588.89286866624,hot summer,company_3,SCEG
31.43890623912781,377505.98009328113,hot summer,company_3,SCEG
22.15318245751156,206218.09962217195,hot summer,company_3,SCEG
38.465304874223904,165867.9775209859,hot summer,company_3,SCEG
41.74464127344136,173455.76541757619,hot summer,company_3,SCEG
50.45835501434588,172834.21193892433,hot summer,company_3,SCEG
44.37960586643534,169367.3158526496,hot summer,company_3,SCEG
47.979254286612125,463965.1221948903,hot,company_4,SRP
47.90069539454806,524620.2260242646,hot,company_4,SRP
48.50151838638995,419954.7519290227,hot,company_4,SRP
44.69026068922548,529885.1441261551,hot,company_4,SRP
38.94848995663848,824423.4298113529,hot summer,company_3,SOCO
19.2408673384463,287837.0662710346,hot summer,company_0,PJM
20.150393786476208,295130.9301577647,hot summer,company_0,PJM
50.8543899394429,447929.3263228014,hot summer,company_0,PJM
54.69042709803972,337576.4713072692,hot summer,company_0,PJM
165.5083483216698,,hot summer,company_5,PJM
58.26928903301279,,hot summer,company_3,TVA
71.63094498244367,,hot summer,company_3,PJM
,135900.12390153698,hot summer,company_0,PJM
,209025.2960172565,hot summer,company_0,PJM
,248645.4054429332,hot summer,company_0,PJM
18.002524102613094,,cold,company_5,PSEI
19.530824347895294,,,company_3,
45.7171636772728,,cold,company_3,NEVP
,1596.539947806019,hot summer,company_2,PJM
8.948457069636323,,hot summer,company_2,SOCO
,570073.3359534875,cold,company_0,CISO
